Animal,Age,Gender,Breed,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Category,Disease
Chicken,4.8,Male,Crossbreed,6.0,5.3,14.4,278.0,109.0,47.0,52.0,32.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Chronic Respiratory Disease
Duck,5.6,Female,Purebred,6.5,6.2,14.3,360.0,130.0,65.0,24.0,21.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Angel Wing
GuineaPig,3.9,Female,Mixed,10.5,6.6,14.1,315.0,102.0,36.0,59.0,16.0,1.0,1,0,0,0,0,0,0,0,Viral,Adenovirus
Pig,6.5,Female,Purebred,18.3,5.3,12.2,280.0,82.0,48.0,50.0,32.0,1.3,1,0,0,0,0,0,0,0,Viral,Pseudorabies
Ferret,14.9,Female,Purebred,9.5,5.0,15.5,340.0,87.0,21.0,30.0,33.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Llama,10.7,Female,Mixed,6.2,5.6,14.4,377.0,97.0,40.0,36.0,29.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Internal Worms
Duck,14.7,Male,Crossbreed,8.9,6.3,12.8,278.0,93.0,24.0,43.0,35.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Chicken,2.0,Male,Purebred,14.3,5.6,13.2,306.0,92.0,57.0,35.0,19.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Llama,8.9,Male,Mixed,7.7,5.3,15.3,222.0,107.0,36.0,44.0,19.0,1.2,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Snake,4.3,Male,Mixed,6.8,5.9,14.9,374.0,86.0,59.0,56.0,34.0,1.4,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Pig,9.4,Male,Mixed,7.0,5.5,15.9,377.0,93.0,53.0,26.0,19.0,0.9,0,0,0,1,0,0,0,0,Gastrointestinal,Gastric Ulcers
Turkey,12.8,Female,Mixed,6.4,4.8,14.9,343.0,109.0,27.0,33.0,32.0,1.4,0,0,0,0,0,0,0,0,Parasitic,Coccidiosis
Horse,5.5,Female,Purebred,8.3,5.2,15.9,387.0,117.0,55.0,46.0,19.0,0.8,0,0,0,0,0,0,0,0,Musculoskeletal,Laminitis
Fish,13.0,Female,Crossbreed,6.6,4.7,13.3,377.0,111.0,53.0,22.0,27.0,1.5,0,0,0,0,0,0,0,0,Parasitic,Fish Lice
Goat,8.0,Male,Mixed,9.8,5.5,13.5,359.0,108.0,59.0,24.0,29.0,0.9,0,0,0,0,0,0,0,0,Respiratory,Pleuropneumonia
GuineaPig,10.3,Female,Mixed,6.2,6.3,12.3,228.0,101.0,34.0,39.0,28.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Bloat
Goat,8.8,Female,Mixed,7.7,6.1,12.7,253.0,85.0,36.0,44.0,21.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Turkey,2.5,Male,Crossbreed,8.4,5.6,13.7,293.0,98.0,41.0,54.0,28.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Fowl Cholera
GuineaPig,0.6,Female,Purebred,11.2,5.6,12.5,298.0,117.0,24.0,38.0,15.0,1.3,1,0,0,0,0,0,0,0,Viral,Cavian Leukemia
Cat,8.4,Male,Mixed,8.9,5.5,14.0,394.0,113.0,48.0,28.0,31.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Tapeworm
Turkey,10.5,Female,Purebred,11.5,6.3,14.3,324.0,103.0,52.0,33.0,29.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Fowl Typhoid
Llama,14.1,Male,Crossbreed,6.9,4.9,13.6,326.0,88.0,23.0,35.0,25.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Rabbit,7.8,Female,Mixed,9.0,5.6,14.0,265.0,100.0,34.0,60.0,22.0,1.2,0,0,1,1,0,0,0,0,Gastrointestinal,Hairballs
Turkey,12.2,Male,Crossbreed,9.5,6.2,15.4,202.0,115.0,25.0,49.0,23.0,1.3,0,0,0,0,0,0,1,0,Respiratory,Mycoplasmosis
Alpaca,8.6,Female,Crossbreed,9.5,6.0,14.5,259.0,118.0,41.0,27.0,17.0,1.2,0,0,0,0,0,0,0,0,Bacterial,Tuberculosis
Rabbit,14.3,Male,Crossbreed,7.0,5.2,13.2,287.0,94.0,51.0,30.0,32.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Snake,11.6,Male,Crossbreed,9.5,6.9,15.4,305.0,100.0,29.0,44.0,34.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Muscular Atrophy
Pig,13.5,Female,Purebred,18.4,5.3,12.0,236.0,113.0,52.0,34.0,28.0,1.2,0,0,0,0,0,0,0,0,Viral,Pseudorabies
Turkey,6.2,Male,Purebred,15.3,6.1,14.8,328.0,111.0,30.0,37.0,18.0,1.1,1,0,0,0,0,0,0,0,Viral,Fowl Pox
Duck,10.1,Female,Purebred,12.0,6.0,13.3,286.0,111.0,27.0,28.0,28.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Avian Cholera
Snake,7.2,Male,Mixed,9.5,6.8,14.1,205.0,84.0,43.0,25.0,18.0,1.3,0,0,1,1,0,0,0,0,Gastrointestinal,Regurgitation
Lizard,11.0,Male,Purebred,9.5,6.0,13.2,314.0,106.0,33.0,51.0,17.0,1.3,0,0,0,1,0,0,0,0,Gastrointestinal,Cryptosporidiosis
Sheep,2.8,Male,Mixed,9.2,6.9,14.2,307.0,117.0,52.0,51.0,31.0,1.1,0,0,0,0,0,0,0,0,Musculoskeletal,Laminitis
Lizard,6.2,Female,Purebred,8.8,6.2,15.0,213.0,102.0,26.0,33.0,29.0,0.8,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Sheep,9.3,Female,Crossbreed,6.1,5.0,15.6,221.0,158.0,44.0,47.0,34.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Urolithiasis
GuineaPig,7.2,Female,Mixed,9.6,5.6,12.6,399.0,94.0,25.0,32.0,25.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Pig,8.7,Female,Purebred,6.3,5.7,14.7,347.0,94.0,20.0,20.0,26.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Cattle,2.9,Male,Crossbreed,9.9,5.1,14.0,347.0,82.0,51.0,59.0,17.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Calf Pneumonia
Dog,3.8,Female,Purebred,8.9,4.5,13.8,239.0,94.0,27.0,49.0,19.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Roundworm
Horse,1.8,Male,Purebred,9.7,5.2,13.7,302.0,128.0,51.0,28.0,34.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Laminitis
Ferret,10.3,Female,Purebred,6.8,6.3,13.6,353.0,85.0,28.0,42.0,25.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Turkey,1.9,Male,Mixed,9.5,5.5,12.1,342.0,114.0,26.0,35.0,18.0,0.9,0,0,1,1,0,0,0,0,Gastrointestinal,Enteritis
Alpaca,0.6,Male,Crossbreed,7.0,5.2,13.3,251.0,81.0,36.0,21.0,15.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Dog,14.0,Male,Purebred,7.5,5.4,12.6,352.0,137.0,67.0,57.0,23.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Hypothyroidism
Pig,14.3,Female,Mixed,7.6,5.2,15.3,224.0,94.0,20.0,44.0,28.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Myocarditis
Snake,1.5,Female,Purebred,17.2,6.9,15.1,366.0,102.0,32.0,47.0,29.0,1.3,1,0,0,0,0,0,0,0,Bacterial,Aeromonas
Turkey,1.6,Male,Crossbreed,9.9,6.6,15.7,254.0,103.0,42.0,43.0,29.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Goat,14.2,Female,Mixed,8.9,6.5,14.3,265.0,107.0,23.0,59.0,19.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Horse,12.2,Male,Purebred,10.3,5.5,15.6,256.0,108.0,36.0,30.0,18.0,1.5,0,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Sheep,8.4,Male,Mixed,11.3,6.6,13.7,200.0,82.0,38.0,22.0,18.0,1.3,1,0,0,0,0,0,0,0,Viral,Bluetongue
Turkey,1.2,Male,Purebred,9.8,4.7,12.9,218.0,115.0,58.0,30.0,21.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
Fish,9.4,Male,Mixed,7.7,6.0,15.6,295.0,86.0,32.0,47.0,17.0,1.0,0,0,0,0,0,0,1,0,Respiratory,Gill Hyperplasia
Cat,11.5,Female,Purebred,7.3,6.6,15.3,247.0,90.0,62.0,24.0,26.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Liver Disease
Duck,13.0,Male,Crossbreed,9.8,6.1,13.5,258.0,117.0,25.0,36.0,15.0,1.4,1,0,0,0,0,0,0,0,Viral,Avian Influenza
Alpaca,4.6,Male,Crossbreed,11.3,5.8,12.4,313.0,95.0,22.0,48.0,30.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Brucellosis
Cattle,7.0,Female,Mixed,8.8,5.9,15.8,319.0,120.0,54.0,58.0,22.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Rabbit,3.9,Male,Mixed,9.5,5.2,13.7,385.0,83.0,38.0,49.0,16.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Pododermatitis
Cat,8.4,Male,Purebred,16.0,5.8,14.6,350.0,117.0,48.0,42.0,22.0,1.4,0,0,0,0,0,0,0,0,Viral,Rabies
Snake,7.8,Female,Purebred,7.1,6.2,14.0,371.0,88.0,58.0,52.0,31.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Endocarditis
Ferret,3.5,Male,Mixed,16.7,6.4,13.5,203.0,96.0,29.0,34.0,25.0,1.3,0,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Parrot,3.5,Female,Crossbreed,6.6,6.4,13.2,314.0,105.0,37.0,59.0,18.0,1.1,0,0,1,1,0,0,0,0,Gastrointestinal,Candidiasis GI
Ferret,14.7,Male,Purebred,11.8,6.1,13.4,363.0,116.0,30.0,51.0,26.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Pig,14.5,Female,Crossbreed,8.7,5.3,15.3,232.0,93.0,40.0,44.0,26.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Duck,8.8,Female,Mixed,9.1,5.5,14.0,346.0,98.0,25.0,38.0,18.0,1.3,1,0,0,0,0,0,0,0,Viral,Duck Plague
Goat,1.6,Female,Crossbreed,7.4,5.6,15.1,239.0,86.0,51.0,36.0,34.0,1.5,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Alpaca,5.9,Male,Mixed,13.0,5.2,15.6,291.0,82.0,49.0,24.0,20.0,1.4,1,0,0,0,0,0,0,0,Bacterial,Anthrax
Turtle,0.9,Male,Mixed,6.2,6.8,15.8,347.0,139.0,66.0,23.0,31.0,1.2,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Cattle,13.4,Male,Mixed,8.0,5.1,13.1,362.0,119.0,57.0,22.0,34.0,1.4,0,0,0,0,0,0,1,0,Respiratory,Shipping Fever
Cattle,6.1,Male,Purebred,6.7,5.1,13.5,257.0,120.0,23.0,46.0,18.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Coccidiosis
Turkey,12.4,Male,Mixed,9.4,6.0,15.3,268.0,87.0,39.0,30.0,16.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Dissecting Aneurysm
Snake,10.0,Male,Purebred,6.1,4.8,15.9,327.0,94.0,21.0,39.0,19.0,1.3,0,0,0,0,0,0,0,0,Parasitic,Cryptosporidium
Ferret,9.0,Female,Mixed,16.0,5.1,12.6,370.0,118.0,22.0,48.0,22.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Mycobacterium
Alpaca,7.1,Male,Purebred,7.2,5.1,15.5,365.0,81.0,54.0,47.0,17.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Chicken,10.3,Male,Crossbreed,6.7,4.0,13.3,293.0,106.0,20.0,48.0,29.0,1.1,0,0,0,0,1,0,0,0,Parasitic,Capillaria
Parrot,9.2,Male,Crossbreed,8.2,6.1,15.6,211.0,105.0,57.0,56.0,34.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Hypovitaminosis A
Goat,11.3,Male,Crossbreed,6.8,6.4,14.1,247.0,99.0,38.0,48.0,15.0,1.2,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Ferret,12.4,Female,Crossbreed,8.4,6.6,12.3,391.0,106.0,36.0,40.0,23.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Pneumonia
Lizard,4.3,Male,Purebred,6.1,6.2,12.6,202.0,84.0,33.0,47.0,19.0,1.4,0,0,0,1,0,0,0,0,Gastrointestinal,Dysbiosis
GuineaPig,1.6,Male,Crossbreed,9.4,6.4,15.5,221.0,81.0,47.0,49.0,34.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Pig,1.7,Female,Purebred,7.2,5.8,13.6,354.0,86.0,26.0,45.0,26.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Leg Weakness
Lizard,6.6,Male,Crossbreed,8.2,5.8,13.0,381.0,92.0,48.0,34.0,24.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Metabolic Bone Disease
Turkey,15.0,Male,Mixed,9.1,5.0,12.7,237.0,114.0,26.0,55.0,17.0,1.4,1,0,0,0,0,0,0,0,Viral,Fowl Pox
Pig,1.7,Female,Crossbreed,7.4,6.7,12.7,256.0,74.0,92.0,24.0,19.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Hepatosis Dietetica
Dog,1.7,Female,Crossbreed,9.6,6.3,14.0,313.0,92.0,54.0,50.0,28.0,1.5,0,0,1,1,0,0,0,0,Gastrointestinal,Colitis
Dog,10.0,Female,Purebred,12.0,6.3,12.6,244.0,115.0,47.0,40.0,19.0,1.0,0,0,0,0,0,0,0,0,Bacterial,Brucellosis
Duck,14.9,Male,Crossbreed,13.1,5.1,14.5,219.0,86.0,28.0,35.0,27.0,1.0,0,0,0,0,0,0,0,0,Bacterial,E.coli
Chicken,11.9,Male,Purebred,8.0,6.1,14.0,211.0,109.0,40.0,27.0,29.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Tendon Rupture
Chicken,10.0,Male,Purebred,6.7,6.7,15.4,367.0,96.0,53.0,54.0,35.0,1.5,0,0,0,0,0,0,0,1,Musculoskeletal,Perosis
Cat,7.7,Male,Purebred,8.9,5.8,13.5,249.0,81.0,45.0,52.0,33.0,1.1,0,0,0,0,0,0,0,0,Parasitic,Giardia
GuineaPig,14.7,Male,Mixed,12.8,5.3,13.3,274.0,110.0,55.0,50.0,28.0,1.3,1,0,0,0,0,0,0,0,Bacterial,E.coli
Ferret,1.1,Male,Crossbreed,11.7,6.6,15.4,326.0,117.0,44.0,30.0,19.0,1.2,0,0,0,0,0,0,0,0,Bacterial,Campylobacter
Llama,2.7,Female,Crossbreed,8.3,6.7,15.4,367.0,94.0,86.0,51.0,17.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Hepatic Lipidosis
Cat,11.6,Male,Purebred,6.4,6.4,12.5,259.0,100.0,47.0,57.0,27.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Fractures
Ferret,5.5,Male,Mixed,10.1,5.9,15.2,391.0,93.0,39.0,48.0,33.0,1.1,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Parrot,15.0,Male,Purebred,6.1,5.7,13.0,393.0,91.0,58.0,58.0,32.0,0.9,0,0,0,0,0,0,0,0,Respiratory,Airsacculitis
Duck,11.9,Male,Mixed,6.9,6.6,13.1,375.0,100.0,62.0,49.0,18.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Rickets
Horse,12.2,Male,Mixed,8.6,5.1,13.5,253.0,86.0,36.0,34.0,30.0,1.2,0,0,1,0,0,0,0,0,Gastrointestinal,Enterocolitis
Snake,11.9,Male,Crossbreed,7.4,5.7,13.7,203.0,83.0,40.0,26.0,31.0,1.0,0,0,0,0,0,0,0,0,Musculoskeletal,Kinking
Turtle,2.3,Male,Purebred,8.8,5.6,15.2,369.0,88.0,25.0,45.0,31.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Mycobacteriosis
Duck,9.3,Male,Mixed,14.0,5.4,13.6,256.0,96.0,44.0,44.0,20.0,0.9,1,0,0,0,0,0,0,0,Bacterial,E.coli
Fish,12.4,Female,Mixed,6.4,5.7,15.9,309.0,83.0,109.0,33.0,30.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Fatty Liver
Alpaca,6.6,Male,Crossbreed,6.5,4.9,14.0,273.0,117.0,33.0,41.0,26.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Meningeal Worm
Chicken,8.7,Female,Purebred,7.9,4.0,13.0,349.0,89.0,36.0,31.0,20.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Gapeworm
Lizard,1.9,Female,Purebred,7.7,5.2,15.0,352.0,101.0,90.0,51.0,21.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Gout
Chicken,13.2,Female,Crossbreed,9.6,4.5,12.0,303.0,101.0,25.0,29.0,31.0,0.8,0,0,0,0,1,0,0,0,Parasitic,Gapeworm
Alpaca,2.1,Female,Crossbreed,14.0,6.0,15.6,225.0,87.0,47.0,35.0,27.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Clostridium Perfringens
Cattle,1.8,Female,Crossbreed,7.5,4.2,16.0,347.0,96.0,53.0,40.0,32.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Lungworm
Alpaca,7.7,Male,Mixed,7.7,5.0,14.4,391.0,121.0,124.0,38.0,28.0,1.4,0,0,0,0,0,0,0,0,Metabolic,Hypocalcemia
Fish,10.1,Female,Mixed,16.3,5.6,14.9,239.0,96.0,52.0,44.0,32.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Vibriosis
Fish,8.6,Female,Crossbreed,7.4,5.1,14.2,310.0,100.0,58.0,57.0,22.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Fish Lice
Dog,3.7,Female,Crossbreed,7.5,4.0,15.6,375.0,114.0,36.0,22.0,17.0,1.0,0,0,0,0,1,0,0,0,Parasitic,Roundworm
Sheep,11.1,Female,Purebred,15.8,6.9,14.4,231.0,87.0,43.0,33.0,33.0,1.2,0,0,0,0,0,0,0,0,Bacterial,Anthrax
Lizard,4.8,Male,Crossbreed,16.2,5.0,13.3,268.0,108.0,48.0,39.0,34.0,1.4,1,0,0,0,0,0,0,0,Viral,Ranavirus
Snake,9.6,Male,Purebred,8.5,5.6,15.3,310.0,100.0,59.0,31.0,26.0,1.3,0,0,0,1,0,0,0,0,Gastrointestinal,Cryptosporidiosis
Turkey,0.8,Male,Purebred,9.5,5.8,14.8,346.0,92.0,59.0,55.0,21.0,1.3,0,0,0,0,0,0,0,1,Musculoskeletal,Septic Arthritis
Rabbit,6.5,Male,Crossbreed,10.5,5.0,13.6,324.0,100.0,55.0,36.0,15.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Tyzzer Disease
GuineaPig,5.2,Male,Crossbreed,12.7,5.9,14.7,393.0,120.0,58.0,49.0,30.0,1.3,1,0,0,0,0,0,0,0,Viral,Sendai Virus
Lizard,7.2,Female,Crossbreed,11.3,5.5,15.7,261.0,111.0,46.0,44.0,19.0,0.8,1,0,0,0,0,0,0,0,Viral,Paramyxovirus
Cattle,5.9,Male,Mixed,13.0,6.5,13.3,269.0,90.0,37.0,39.0,26.0,1.5,1,0,0,0,0,0,0,0,Viral,Foot-and-Mouth Disease
Alpaca,1.8,Female,Purebred,7.6,6.7,15.8,283.0,98.0,44.0,28.0,34.0,1.1,0,0,0,1,0,0,0,0,Gastrointestinal,Acidosis
GuineaPig,8.7,Female,Crossbreed,16.4,6.3,12.5,295.0,94.0,59.0,22.0,21.0,1.5,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Sheep,6.3,Male,Purebred,6.8,6.0,12.6,339.0,113.0,48.0,38.0,33.0,0.9,0,0,0,0,0,0,0,1,Musculoskeletal,Laminitis
Alpaca,1.9,Female,Mixed,9.8,6.2,13.9,228.0,87.0,35.0,28.0,17.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Pericarditis
GuineaPig,2.5,Male,Crossbreed,11.4,6.8,14.7,249.0,104.0,36.0,45.0,24.0,1.1,1,0,0,0,0,0,0,0,Viral,Sendai Virus
Rabbit,4.9,Male,Crossbreed,13.7,6.3,12.8,341.0,111.0,25.0,46.0,34.0,0.9,1,0,0,0,0,0,0,0,Bacterial,Pasteurellosis
Turkey,3.8,Male,Mixed,7.5,5.0,12.7,346.0,86.0,27.0,43.0,20.0,1.1,0,0,0,0,0,0,0,0,Cardiovascular,Cardiomyopathy
Llama,3.5,Female,Crossbreed,10.0,5.7,14.6,327.0,111.0,48.0,20.0,21.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Parrot,4.6,Female,Mixed,8.2,6.2,13.5,212.0,110.0,48.0,27.0,17.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Obesity
Alpaca,10.5,Female,Mixed,7.2,5.0,14.9,201.0,164.0,48.0,46.0,23.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Ketosis
Goat,8.1,Male,Purebred,6.3,6.8,14.9,354.0,83.0,28.0,57.0,17.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Goat,7.7,Male,Mixed,8.6,6.8,12.5,290.0,97.0,33.0,39.0,33.0,1.5,0,0,0,0,0,0,0,0,Musculoskeletal,Fractures
Goat,4.0,Male,Mixed,8.5,5.2,13.4,358.0,110.0,43.0,26.0,31.0,1.0,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Dog,3.6,Male,Purebred,7.0,5.3,14.5,320.0,103.0,46.0,53.0,33.0,1.0,0,0,1,0,0,0,0,0,Gastrointestinal,IBD
Turkey,7.6,Male,Purebred,7.4,5.5,12.4,255.0,120.0,46.0,52.0,34.0,0.9,0,0,0,0,0,0,1,0,Respiratory,Aspergillosis
Alpaca,6.7,Male,Purebred,15.9,6.7,16.0,329.0,101.0,35.0,28.0,28.0,0.8,1,0,0,0,0,0,0,0,Viral,Bovine Viral Diarrhea
Snake,14.2,Female,Mixed,9.2,5.4,14.0,314.0,98.0,72.0,56.0,17.0,0.9,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Alpaca,2.8,Male,Crossbreed,6.0,3.7,13.9,316.0,105.0,49.0,28.0,20.0,1.0,0,0,0,0,0,0,0,0,Parasitic,Meningeal Worm
Sheep,11.6,Female,Crossbreed,6.8,5.2,14.4,373.0,113.0,37.0,46.0,21.0,1.2,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Parrot,13.6,Male,Purebred,15.8,5.6,13.0,279.0,96.0,28.0,36.0,28.0,0.8,1,0,0,0,0,0,0,0,Bacterial,Salmonellosis
Goat,3.4,Female,Mixed,8.4,6.5,15.2,304.0,83.0,42.0,39.0,19.0,0.8,0,0,0,0,0,0,1,0,Respiratory,Lungworm Disease
Chicken,11.5,Female,Crossbreed,9.8,5.4,12.9,321.0,154.0,109.0,47.0,31.0,1.3,0,0,0,0,0,0,0,0,Metabolic,Ascites
Lizard,12.0,Female,Mixed,11.6,6.5,13.6,205.0,118.0,25.0,51.0,23.0,1.4,1,0,0,0,0,0,0,0,Viral,Iridovirus
Llama,12.1,Male,Mixed,7.3,4.9,14.6,347.0,87.0,24.0,24.0,21.0,0.9,0,0,0,0,1,0,0,0,Parasitic,Liver Fluke
Duck,3.5,Female,Crossbreed,15.9,6.0,12.4,230.0,82.0,28.0,56.0,28.0,1.3,1,0,0,0,0,0,0,0,Viral,Parvovirus
Chicken,7.5,Female,Crossbreed,7.5,6.7,15.4,247.0,103.0,130.0,37.0,15.0,1.1,0,0,0,0,0,0,0,0,Metabolic,Gout
Cattle,8.5,Male,Crossbreed,14.0,5.2,14.5,311.0,118.0,26.0,46.0,24.0,1.1,1,0,0,0,0,0,0,0,Viral,Bovine Herpesvirus
Horse,5.5,Female,Purebred,8.1,6.4,14.2,311.0,100.0,35.0,38.0,17.0,1.4,0,0,0,0,0,0,1,0,Respiratory,COPD
Horse,7.7,Male,Crossbreed,8.8,5.1,13.0,214.0,87.0,60.0,36.0,33.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Valvular Disease
Turtle,9.1,Female,Purebred,16.3,6.7,15.4,330.0,89.0,49.0,59.0,26.0,1.0,1,0,0,0,0,0,0,0,Bacterial,Shell Rot Bacteria
Alpaca,4.0,Male,Mixed,8.2,5.2,13.9,294.0,115.0,55.0,52.0,29.0,1.3,0,0,0,0,0,0,0,0,Cardiovascular,Arrhythmia
Fish,7.8,Male,Crossbreed,6.8,6.4,13.7,348.0,96.0,24.0,27.0,31.0,1.0,0,0,0,1,0,0,0,0,Gastrointestinal,Bloat
Cattle,2.6,Female,Crossbreed,8.4,6.5,13.1,374.0,84.0,28.0,59.0,18.0,1.4,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
Goat,10.0,Male,Crossbreed,8.9,5.8,12.0,253.0,118.0,51.0,28.0,16.0,1.0,0,0,0,0,0,0,0,1,Musculoskeletal,Footrot
GuineaPig,2.0,Male,Purebred,6.2,6.3,14.4,333.0,100.0,53.0,42.0,33.0,1.1,0,0,0,0,0,0,1,0,Respiratory,Bronchitis
Snake,6.3,Male,Mixed,8.3,4.9,12.2,269.0,82.0,25.0,24.0,18.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Mites
Snake,14.7,Male,Purebred,13.7,6.2,14.0,310.0,106.0,35.0,51.0,33.0,1.2,1,0,0,0,0,0,0,0,Viral,Inclusion Body Disease
Dog,1.5,Female,Purebred,9.0,5.6,12.2,298.0,113.0,30.0,49.0,23.0,0.8,0,0,1,1,0,0,0,0,Gastrointestinal,Pancreatitis
Turkey,0.9,Male,Mixed,8.1,4.5,13.8,391.0,92.0,40.0,35.0,28.0,0.9,0,0,0,0,0,0,0,0,Cardiovascular,Dissecting Aneurysm
Alpaca,11.9,Male,Purebred,11.7,6.5,13.5,220.0,96.0,26.0,36.0,21.0,1.2,1,0,0,0,0,0,0,0,Viral,Equine Herpesvirus
Llama,2.3,Female,Crossbreed,6.9,5.7,13.7,268.0,96.0,52.0,29.0,24.0,0.8,0,0,0,0,0,0,0,1,Musculoskeletal,White Muscle Disease
Turtle,13.9,Male,Crossbreed,7.2,5.5,15.6,200.0,150.0,69.0,40.0,15.0,1.0,0,0,0,0,0,0,0,0,Metabolic,Kidney Disease
Ferret,13.1,Female,Purebred,15.0,6.9,14.7,218.0,110.0,35.0,57.0,21.0,1.1,1,0,0,0,0,0,0,0,Viral,Canine Distemper
Duck,4.4,Female,Purebred,8.5,4.0,13.2,281.0,101.0,39.0,49.0,24.0,1.4,0,0,0,0,1,0,0,0,Parasitic,Tapeworm
Sheep,13.7,Female,Purebred,9.2,5.8,12.7,388.0,119.0,40.0,39.0,33.0,1.2,0,0,0,0,0,0,0,1,Musculoskeletal,Arthritis
GuineaPig,3.2,Female,Crossbreed,11.0,5.4,12.0,235.0,112.0,42.0,34.0,27.0,1.3,1,0,0,0,0,0,0,0,Viral,Adenovirus
