ID,Animal,Breed,Gender,Age,Category,Disease,WBC,RBC,Hemoglobin,Platelets,Glucose,ALT,AST,Urea,Creatinine,Symptom_Fever,Symptom_Lethargy,Symptom_Vomiting,Symptom_Diarrhea,Symptom_WeightLoss,Symptom_SkinLesion,Symptom_Coughing,Symptom_Lameness,Symptom_NasalDischarge,Symptom_EyeDischarge,Symptom_Drooling,Symptom_Blisters,WBC_RBC_Ratio,ALT_AST_Ratio,Urea_Creat_Ratio
DEV_7901,Sheep,Purebred,Unknown,2.2,Musculoskeletal,Foot Abscess,7.4,9.0,14.9,330.0,87.0,25.0,28.0,14.0,0.8,0,0,0,0,0,0,0,1,0,0,1,0,0.8222222222222223,0.8928571428571429,17.5
DEV_7902,Buffalo,Mixed,Female,2.0,Parasitic,Theileriosis,16.5,3.3,8.9,293.0,104.0,42.0,14.0,22.0,0.4,0,0,1,0,0,0,0,0,0,0,0,0,5.0,3.0,55.0
DEV_7903,Tiger,Purebred,Female,6.4,Metabolic,Kidney Disease,18.2,8.1,18.6,226.0,74.0,23.0,15.0,86.0,4.4,0,0,0,0,0,0,0,0,0,0,0,1,2.246913580246914,1.5333333333333334,19.545454545454543
DEV_7904,Goat,Mixed,Male,3.2,Musculoskeletal,Arthritis,16.8,6.8,14.4,436.0,86.0,22.0,25.0,24.0,0.8,0,0,0,1,0,0,0,0,0,0,0,0,2.4705882352941178,0.88,30.0
DEV_7905,Chicken,Mixed,Female,12.3,Parasitic,Capillaria,12.1,3.8,9.4,297.0,103.0,31.0,54.0,23.0,1.2,0,0,0,0,1,0,0,0,0,0,0,0,3.1842105263157894,0.5740740740740741,19.166666666666668
DEV_7906,Llama,Purebred,Unknown,8.2,Parasitic,Internal Worms,7.2,3.2,10.2,495.0,95.0,50.0,50.0,16.0,0.5,0,0,1,0,0,0,0,0,0,0,0,0,2.25,1.0,32.0
DEV_7907,Chicken,Purebred,Female,4.6,Bacterial,Salmonellosis,21.0,8.5,18.0,473.0,96.0,110.0,146.0,23.0,0.6,1,0,0,0,0,0,0,1,0,0,0,0,2.4705882352941178,0.7534246575342466,38.333333333333336
DEV_7908,Duck,Mixed,Female,2.9,Gastrointestinal,Botulism,10.7,7.4,,471.0,79.0,22.0,43.0,39.0,1.1,0,0,0,1,0,0,0,0,0,0,0,0,1.4459459459459458,0.5116279069767442,35.45454545454545
DEV_7909,Chicken,Purebred,Male,7.5,Viral,Avian Influenza,,6.7,13.4,,91.0,48.0,36.0,21.0,1.4,1,1,0,0,0,1,0,0,1,1,0,0,0.0,1.3333333333333333,15.000000000000002
DEV_7910,Fish,,Female,9.2,Bacterial,Aeromonas Infection,27.1,6.7,13.0,260.0,89.0,60.0,88.0,18.0,1.4,1,0,0,0,0,0,0,1,0,0,0,0,4.044776119402985,0.6818181818181818,12.857142857142858
DEV_7911,Goat,Purebred,Male,5.1,Musculoskeletal,White Muscle Disease,11.8,6.8,12.4,401.0,,54.0,32.0,20.0,1.1,0,0,0,0,0,0,0,1,0,0,0,0,1.7352941176470589,1.6875,18.18181818181818
DEV_7912,Parrot,Purebred,Female,4.7,Gastrointestinal,Impacted Crop,11.1,5.7,13.4,416.0,102.0,39.0,44.0,,0.3,0,0,1,1,1,0,0,0,0,0,0,0,1.9473684210526314,0.8863636363636364,0.0
DEV_7913,Duck,Mixed,Male,12.2,Parasitic,Roundworm,11.5,2.5,8.8,265.0,89.0,51.0,18.0,15.0,0.5,0,0,0,0,0,0,0,1,0,0,0,0,4.6,2.8333333333333335,30.0
DEV_7914,Dog,Purebred,Female,3.3,Parasitic,Roundworm,12.0,4.0,8.5,356.0,110.0,32.0,31.0,3.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1.032258064516129,6.0
DEV_7915,Sheep,Mixed,Female,0.9,Bacterial,Anthrax,25.5,8.6,16.3,484.0,86.0,137.0,143.0,7.0,0.7,1,1,0,0,0,0,0,0,0,0,0,0,2.9651162790697674,0.958041958041958,10.0
DEV_7916,GuineaPig,Mixed,Male,11.6,Viral,Adenovirus,17.0,6.7,17.8,418.0,,13.0,44.0,22.0,0.7,1,1,0,0,0,0,0,0,0,1,0,0,2.5373134328358207,0.29545454545454547,31.42857142857143
DEV_7917,Lizard,,Female,9.6,Musculoskeletal,Gout,12.0,8.0,17.8,365.0,92.0,20.0,56.0,22.0,0.5,0,0,0,0,1,0,0,1,0,0,0,0,1.5,0.35714285714285715,44.0
DEV_7918,Tiger,Mixed,Female,14.4,Gastrointestinal,Gastritis,11.7,,15.0,,95.0,20.0,48.0,36.0,1.2,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.4166666666666667,30.0
DEV_7919,Cattle,,Male,11.2,Musculoskeletal,White Muscle Disease,18.4,6.7,15.9,416.0,73.0,51.0,27.0,15.0,0.5,0,0,0,0,0,1,0,1,0,0,0,0,2.746268656716418,1.8888888888888888,30.0
DEV_7920,Lizard,Purebred,Unknown,9.0,Musculoskeletal,Fractures,13.6,7.9,14.9,403.0,113.0,37.0,27.0,24.0,0.6,0,0,0,0,1,0,0,1,0,0,0,0,1.721518987341772,1.3703703703703705,40.0
DEV_7921,Rabbit,Purebred,Unknown,11.8,Bacterial,Tyzzer Disease,20.3,6.5,16.4,408.0,101.0,126.0,101.0,4.0,1.2,1,1,0,0,0,0,0,0,0,1,0,0,3.123076923076923,1.2475247524752475,3.3333333333333335
DEV_7922,Goat,,Male,5.3,Gastrointestinal,Enterotoxemia,16.0,7.5,13.2,413.0,97.0,10.0,36.0,31.0,0.4,0,0,1,1,0,0,0,0,0,0,0,0,2.1333333333333333,0.2777777777777778,77.5
DEV_7923,GuineaPig,Mixed,Male,7.2,Viral,Cavian Leukemia,22.9,6.5,15.2,443.0,,13.0,38.0,15.0,0.8,1,0,0,0,0,0,0,0,0,0,0,1,3.523076923076923,0.34210526315789475,18.75
DEV_7924,Parrot,Mixed,Unknown,11.0,Bacterial,Psittacosis,24.9,5.4,15.6,284.0,102.0,138.0,81.0,15.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,4.611111111111111,1.7037037037037037,16.666666666666668
DEV_7925,Buffalo,Mixed,Female,2.1,Gastrointestinal,Hemorrhagic Septicemia GI,14.4,8.5,14.5,501.0,,,8.0,47.0,1.5,0,0,0,1,0,0,0,0,0,1,0,0,1.6941176470588235,0.0,31.333333333333332
DEV_7926,Llama,Purebred,Male,7.0,Gastrointestinal,Enterotoxemia,11.2,8.2,13.3,463.0,101.0,43.0,25.0,37.0,0.7,0,0,1,1,0,0,0,0,0,0,0,0,1.3658536585365855,1.72,52.85714285714286
DEV_7927,Alpaca,Purebred,Female,3.1,Viral,Equine Herpesvirus,16.5,7.7,16.6,450.0,89.0,40.0,8.0,22.0,0.9,1,0,0,0,0,0,1,0,0,0,0,0,2.142857142857143,5.0,24.444444444444443
DEV_7928,Cat,Purebred,Male,11.2,Bacterial,Mycoplasma,24.1,5.8,16.9,244.0,111.0,97.0,104.0,,,1,1,0,0,0,0,0,0,0,0,0,1,4.155172413793104,0.9326923076923077,0.0
DEV_7929,Rabbit,Purebred,Female,8.3,Respiratory,Pneumonia,12.5,7.2,15.9,400.0,113.0,41.0,41.0,20.0,0.4,0,0,0,0,1,0,1,0,0,0,0,0,1.7361111111111112,1.0,50.0
DEV_7930,Fish,Mixed,Male,7.9,Bacterial,Columnaris,25.3,5.9,13.1,197.0,78.0,149.0,77.0,18.0,0.5,1,1,0,0,0,0,0,0,0,1,0,0,4.288135593220339,1.9350649350649352,36.0
DEV_7931,Tiger,Purebred,Female,6.2,Viral,Rabies,24.9,7.4,14.7,261.0,76.0,16.0,28.0,17.0,0.9,1,0,0,0,0,0,0,0,0,0,0,0,3.3648648648648645,0.5714285714285714,18.88888888888889
DEV_7932,Horse,,Female,9.3,Gastrointestinal,Enterocolitis,,4.9,13.1,390.0,91.0,45.0,59.0,53.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7627118644067796,75.71428571428572
DEV_7933,Elephant,Purebred,Female,10.7,Viral,Encephalomyocarditis,18.6,5.2,17.9,394.0,118.0,37.0,47.0,6.0,0.8,1,0,0,0,0,0,0,0,0,0,0,0,3.576923076923077,0.7872340425531915,7.5
DEV_7934,Alpaca,Mixed,Female,14.5,Bacterial,Johne Disease,25.2,5.1,15.4,428.0,111.0,130.0,149.0,19.0,0.9,1,0,0,0,0,1,0,0,0,0,0,0,4.9411764705882355,0.87248322147651,21.11111111111111
DEV_7935,Parrot,Mixed,Female,6.5,Viral,Polyomavirus,15.6,5.9,16.7,,76.0,45.0,10.0,20.0,0.4,1,1,0,0,0,0,0,0,0,1,0,0,2.644067796610169,4.5,50.0
DEV_7936,Buffalo,Purebred,Unknown,7.1,Metabolic,Pica,10.8,8.8,13.7,332.0,94.0,190.0,30.0,11.0,0.9,0,0,0,0,0,0,0,0,0,0,1,0,1.2272727272727273,6.333333333333333,12.222222222222221
DEV_7937,Fish,Purebred,Female,5.7,Parasitic,Dactylogyrus,17.8,5.6,7.8,277.0,117.0,62.0,53.0,14.0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,3.178571428571429,1.169811320754717,15.555555555555555
DEV_7938,Pig,Purebred,Male,2.2,Metabolic,Mulberry Heart,9.9,6.9,14.9,434.0,78.0,174.0,41.0,22.0,,0,0,1,0,0,0,0,0,0,0,0,0,1.434782608695652,4.2439024390243905,0.0
DEV_7939,Snake,Mixed,Female,14.5,Parasitic,Coccidia,13.2,3.5,9.8,221.0,73.0,21.0,13.0,17.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,3.7714285714285714,1.6153846153846154,17.0
DEV_7940,Fish,,Female,14.4,Bacterial,Edwardsiella,23.0,6.1,13.8,347.0,102.0,137.0,91.0,12.0,1.4,1,1,0,0,0,0,0,0,0,0,1,0,3.7704918032786887,1.5054945054945055,8.571428571428571
DEV_7941,Rabbit,Purebred,Female,9.4,Viral,Myxomatosis,17.9,7.7,16.4,438.0,109.0,43.0,32.0,10.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,2.3246753246753245,1.34375,12.5
DEV_7942,Cat,Purebred,Female,7.8,Gastrointestinal,Megacolon,16.9,,16.1,310.0,98.0,45.0,55.0,34.0,0.8,0,0,1,0,0,0,0,0,0,0,0,1,0.0,0.8181818181818182,42.5
DEV_7943,Dog,Purebred,Female,8.9,Cardiovascular,Congestive Heart Failure,17.8,6.8,13.6,455.0,76.0,39.0,9.0,30.0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,2.6176470588235294,4.333333333333333,25.0
DEV_7944,Cattle,Mixed,Male,6.1,Cardiovascular,Valvular Disease,4.5,6.4,17.0,467.0,87.0,19.0,8.0,10.0,0.6,0,0,0,0,0,0,0,0,0,0,0,1,0.703125,2.375,16.666666666666668
DEV_7945,Buffalo,Purebred,Female,5.1,Bacterial,Mastitis,20.0,6.8,15.7,438.0,94.0,127.0,99.0,24.0,0.5,1,0,0,0,0,0,0,1,0,0,0,0,2.9411764705882355,1.2828282828282829,48.0
DEV_7946,Duck,Purebred,Male,3.4,Viral,Duck Plague,24.5,8.5,17.1,423.0,101.0,29.0,17.0,26.0,0.6,0,0,0,0,0,0,1,0,0,0,0,0,2.8823529411764706,1.7058823529411764,43.333333333333336
DEV_7947,Ferret,Purebred,Unknown,10.6,Parasitic,Heartworm,14.9,3.3,10.1,,75.0,35.0,,14.0,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4.515151515151516,0.0,14.0
DEV_7948,Tiger,Mixed,Female,8.4,Metabolic,Liver Disease,16.5,6.7,12.0,286.0,104.0,162.0,29.0,11.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,2.462686567164179,5.586206896551724,22.0
DEV_7949,Elephant,Mixed,Male,4.2,Respiratory,Aspergillosis,6.2,7.8,,500.0,88.0,56.0,16.0,17.0,0.7,0,0,0,0,1,0,1,0,1,0,0,0,0.7948717948717949,3.5,24.28571428571429
DEV_7950,Pig,Mixed,Male,6.4,Cardiovascular,Pericarditis,13.7,8.0,16.6,452.0,91.0,29.0,50.0,13.0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,1.7125,0.58,8.666666666666666
DEV_7951,Cat,,Male,11.6,Metabolic,Diabetes Mellitus,16.6,7.8,12.8,351.0,475.0,8.0,53.0,30.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,2.1282051282051286,0.1509433962264151,23.076923076923077
DEV_7952,Horse,Purebred,Female,9.4,Bacterial,Salmonellosis,23.6,7.5,14.1,,68.0,67.0,128.0,29.0,1.3,1,1,0,0,0,0,0,0,0,0,0,0,3.146666666666667,0.5234375,22.307692307692307
DEV_7953,Fish,,Unknown,12.9,Viral,Spring Viremia Carp,23.0,7.1,14.0,251.0,117.0,31.0,35.0,15.0,1.2,1,1,0,0,0,0,0,0,0,0,0,0,3.23943661971831,0.8857142857142857,12.5
DEV_7954,Snake,Mixed,Male,5.4,Respiratory,Inclusion Body Disease Respiratory,14.9,6.0,,443.0,101.0,47.0,3.0,,0.7,0,0,0,0,0,0,1,0,1,1,0,0,2.4833333333333334,15.666666666666666,0.0
DEV_7955,Dog,Purebred,Male,14.3,Bacterial,Brucellosis,26.6,5.8,16.0,446.0,108.0,77.0,129.0,13.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,4.586206896551724,0.5968992248062015,13.0
DEV_7956,Buffalo,Mixed,Male,10.6,Gastrointestinal,Hemorrhagic Septicemia GI,14.1,7.4,12.9,401.0,114.0,21.0,,50.0,0.6,0,0,1,1,0,0,0,0,0,0,0,0,1.9054054054054053,0.0,83.33333333333334
DEV_7957,Snake,Mixed,Female,5.9,Respiratory,Pneumonia,12.3,,15.4,,79.0,33.0,43.0,28.0,,0,0,0,0,1,0,0,0,1,0,0,0,0.0,0.7674418604651163,0.0
DEV_7958,Turkey,,Male,6.4,Gastrointestinal,Coccidiosis GI,17.3,7.1,16.2,288.0,92.0,37.0,37.0,46.0,0.4,0,0,1,1,0,0,0,0,0,0,0,0,2.4366197183098595,1.0,115.0
DEV_7959,Buffalo,Purebred,Female,5.4,Respiratory,Hemorrhagic Septicemia Respiratory,15.5,5.3,18.0,206.0,85.0,49.0,7.0,13.0,1.4,0,1,0,0,0,0,1,0,0,0,0,0,2.9245283018867925,7.0,9.285714285714286
DEV_7960,Snake,,Female,3.7,Bacterial,Salmonellosis,27.8,5.9,13.2,332.0,103.0,136.0,71.0,15.0,0.8,1,0,0,0,0,0,0,1,0,0,0,0,4.711864406779661,1.9154929577464788,18.75
DEV_7961,Elephant,Mixed,Female,3.7,Respiratory,Aspergillosis,6.3,6.1,15.0,492.0,123.0,56.0,51.0,13.0,1.0,0,0,0,0,1,0,1,0,1,0,0,0,1.0327868852459017,1.0980392156862746,13.0
DEV_7962,Ferret,Purebred,Female,5.6,Metabolic,Insulinoma,15.8,7.1,17.7,,120.0,101.0,33.0,21.0,0.6,0,0,1,0,0,0,0,0,0,0,0,0,2.2253521126760565,3.0606060606060606,35.0
DEV_7963,Dog,Mixed,Male,9.8,Cardiovascular,Mitral Valve Disease,10.5,8.2,14.0,212.0,,34.0,39.0,28.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1.2804878048780488,0.8717948717948718,28.0
DEV_7964,Dog,Mixed,Unknown,11.9,Bacterial,Leptospirosis,29.6,7.6,13.9,422.0,98.0,101.0,74.0,27.0,0.5,1,1,0,1,0,0,0,0,0,0,0,0,3.8947368421052637,1.364864864864865,54.0
DEV_7965,Ferret,Purebred,Male,9.2,Viral,Rotavirus,22.8,7.2,13.9,,102.0,34.0,55.0,17.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,3.1666666666666665,0.6181818181818182,15.454545454545453
DEV_7966,Horse,Mixed,Male,13.6,Parasitic,Threadworm,12.1,4.0,10.8,245.0,125.0,48.0,35.0,23.0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,3.025,1.3714285714285714,32.85714285714286
DEV_7967,Alpaca,,Male,5.5,Metabolic,Rickets,12.6,6.5,12.4,446.0,110.0,221.0,23.0,15.0,1.1,0,0,0,0,0,1,0,0,0,0,0,0,1.9384615384615385,9.608695652173912,13.636363636363635
DEV_7968,Cattle,Purebred,Male,8.4,Viral,Foot-and-Mouth Disease,23.2,9.2,15.5,249.0,87.0,46.0,16.0,14.0,0.8,1,0,1,0,0,0,0,1,0,0,1,1,2.5217391304347827,2.875,17.5
DEV_7969,Fish,Purebred,Male,13.2,Respiratory,Branchiomycosis,15.3,6.3,17.3,344.0,105.0,47.0,13.0,22.0,0.7,0,0,0,0,0,0,1,0,1,0,0,0,2.428571428571429,3.6153846153846154,31.42857142857143
DEV_7970,Goat,,Unknown,1.5,Musculoskeletal,Fractures,8.8,6.2,16.7,251.0,100.0,32.0,30.0,21.0,0.8,0,0,0,0,1,0,0,0,0,0,0,0,1.4193548387096775,1.0666666666666667,26.25
DEV_7971,Turkey,Purebred,Male,11.3,Parasitic,Capillaria,17.2,3.6,11.6,328.0,94.0,35.0,42.0,27.0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,4.777777777777778,0.8333333333333334,38.57142857142858
DEV_7972,Turkey,Purebred,Female,6.9,Respiratory,Pneumonia,12.1,6.7,17.6,197.0,110.0,54.0,43.0,29.0,0.9,0,0,0,0,1,0,1,0,1,0,0,0,1.8059701492537312,1.255813953488372,32.22222222222222
DEV_7973,Lion,Purebred,Female,5.3,Viral,Rabies,23.1,7.4,13.8,469.0,95.0,34.0,40.0,17.0,0.1,1,0,0,0,0,0,0,0,1,0,0,0,3.1216216216216215,0.85,170.0
DEV_7974,Chicken,Mixed,Male,1.1,Parasitic,Gapeworm,17.0,4.8,8.3,383.0,96.0,54.0,41.0,15.0,1.0,0,0,0,0,0,0,0,0,0,0,1,0,3.541666666666667,1.3170731707317074,15.0
DEV_7975,Snake,Purebred,Female,11.9,Viral,Adenovirus,22.1,7.7,,392.0,86.0,27.0,44.0,24.0,0.8,1,1,0,0,0,0,0,0,0,1,0,0,2.8701298701298703,0.6136363636363636,30.0
DEV_7976,Buffalo,Mixed,Female,14.4,Musculoskeletal,Footrot,,6.7,16.6,361.0,119.0,29.0,15.0,19.0,1.2,0,0,0,0,1,0,0,1,0,0,0,0,0.0,1.9333333333333333,15.833333333333334
DEV_7977,Buffalo,Mixed,Female,13.7,Parasitic,Liver Fluke,15.7,3.9,6.6,336.0,97.0,28.0,20.0,16.0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,4.0256410256410255,1.4,32.0
DEV_7978,Snake,Mixed,Female,13.5,Parasitic,Cryptosporidium,15.1,3.6,10.5,390.0,91.0,30.0,44.0,22.0,1.3,0,0,0,0,0,0,1,0,0,0,0,0,4.194444444444445,0.6818181818181818,16.923076923076923
DEV_7979,Goat,Purebred,Female,11.2,Musculoskeletal,Arthritis,9.8,8.9,17.6,302.0,96.0,34.0,10.0,13.0,0.9,0,0,0,1,0,0,0,1,0,0,0,0,1.101123595505618,3.4,14.444444444444445
DEV_7980,Turtle,Mixed,Male,1.5,Respiratory,Respiratory Infection,13.9,5.9,13.6,393.0,105.0,24.0,16.0,9.0,1.1,0,0,0,0,0,0,1,0,1,1,0,0,2.3559322033898304,1.5,8.181818181818182
DEV_7981,Cattle,Mixed,Unknown,13.9,Bacterial,Anthrax,22.9,8.6,12.0,471.0,97.0,68.0,112.0,24.0,1.4,1,1,0,0,0,0,0,0,0,0,0,0,2.6627906976744184,0.6071428571428571,17.142857142857142
DEV_7982,GuineaPig,Purebred,Male,3.4,Bacterial,Bordetella Bronchiseptica,28.4,6.2,17.5,240.0,91.0,127.0,109.0,15.0,0.4,1,1,0,0,0,0,0,0,0,0,0,0,4.580645161290322,1.165137614678899,37.5
DEV_7983,Snake,Purebred,Male,10.3,Viral,Herpesvirus,17.3,7.3,13.1,355.0,83.0,29.0,,8.0,1.1,1,0,0,0,0,1,0,0,0,0,0,0,2.3698630136986303,0.0,7.2727272727272725
DEV_7984,Dog,Mixed,Female,5.8,Musculoskeletal,Arthritis,15.3,8.2,16.1,353.0,98.0,13.0,9.0,20.0,0.6,0,0,0,1,0,0,0,1,0,0,0,0,1.8658536585365857,1.4444444444444444,33.333333333333336
DEV_7985,Lizard,Purebred,Unknown,9.7,Respiratory,Aspergillosis,6.7,8.5,16.9,406.0,97.0,29.0,4.0,14.0,1.5,0,0,0,0,1,0,1,0,1,0,0,0,0.788235294117647,7.25,9.333333333333334
DEV_7986,Pig,Purebred,Female,4.7,Musculoskeletal,Lameness,9.3,6.5,17.4,248.0,114.0,44.0,,19.0,1.3,0,0,0,0,0,0,0,1,0,0,0,0,1.4307692307692308,0.0,14.615384615384615
DEV_7987,Goat,,Male,8.7,Metabolic,Copper Deficiency,18.0,7.1,12.1,309.0,91.0,290.0,27.0,14.0,0.8,0,0,0,0,0,0,0,0,0,0,1,0,2.535211267605634,10.74074074074074,17.5
DEV_7988,Fish,Mixed,Unknown,3.9,Gastrointestinal,Dropsy,8.2,7.5,15.5,436.0,,44.0,,34.0,1.0,0,0,1,1,0,0,0,0,0,0,1,0,1.0933333333333333,0.0,34.0
DEV_7989,Sheep,Mixed,Male,14.8,Bacterial,Enterotoxemia,,7.6,11.7,,86.0,71.0,70.0,26.0,1.2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0142857142857142,21.666666666666668
DEV_7990,Chicken,Purebred,Male,2.7,Parasitic,Capillaria,15.3,5.2,7.3,193.0,95.0,20.0,47.0,16.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2.9423076923076925,0.425531914893617,160.0
DEV_7991,Snake,Mixed,Female,7.0,Parasitic,Internal Worms,9.0,3.7,9.3,313.0,100.0,24.0,17.0,18.0,0.9,0,0,1,0,0,0,0,0,0,0,0,0,2.4324324324324325,1.411764705882353,20.0
DEV_7992,Rabbit,,Female,10.7,Musculoskeletal,Arthritis,10.5,7.1,17.4,196.0,107.0,14.0,,21.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1.4788732394366197,0.0,21.0
DEV_7993,Sheep,Mixed,Female,8.6,Viral,Sheep Pox,20.8,6.1,17.5,298.0,68.0,22.0,12.0,16.0,1.2,1,1,0,0,0,0,0,0,1,0,0,0,3.4098360655737707,1.8333333333333333,13.333333333333334
DEV_7994,Horse,Mixed,Male,11.8,Cardiovascular,Pericarditis,,7.3,,361.0,106.0,38.0,30.0,29.0,0.1,0,0,0,0,0,0,0,0,0,1,0,0,0.0,1.2666666666666666,290.0
DEV_7995,Cattle,Mixed,Female,10.8,Gastrointestinal,Displaced Abomasum,9.0,9.0,15.0,359.0,91.0,43.0,48.0,57.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,1.0,0.8958333333333334,57.0
DEV_7996,Ferret,Purebred,Unknown,12.3,Bacterial,E.coli,19.9,8.4,11.4,446.0,91.0,105.0,79.0,22.0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,2.3690476190476186,1.3291139240506329,22.0
DEV_7997,Lion,Mixed,Male,10.1,Respiratory,Bronchitis,9.6,5.1,16.0,392.0,91.0,12.0,12.0,12.0,1.3,0,0,0,0,0,0,1,0,1,0,0,0,1.8823529411764706,1.0,9.23076923076923
DEV_7998,Goat,Purebred,Female,10.2,Parasitic,Tapeworm,12.8,4.5,7.8,398.0,122.0,7.0,46.0,17.0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,2.8444444444444446,0.15217391304347827,12.142857142857144
DEV_7999,Parrot,Purebred,Male,4.3,Parasitic,Air Sac Mites,6.6,3.3,9.2,507.0,62.0,55.0,56.0,13.0,,0,0,0,0,0,0,0,0,0,0,0,1,2.0,0.9821428571428571,0.0
DEV_8000,Chicken,Mixed,Female,6.5,Metabolic,Rickets,11.6,7.6,,394.0,69.0,118.0,50.0,22.0,,0,0,0,0,0,0,0,0,0,0,0,0,1.5263157894736843,2.36,0.0
DEV_8001,Chicken,Purebred,Male,7.5,Respiratory,Infectious Bronchitis,11.1,6.8,16.4,260.0,94.0,18.0,59.0,19.0,0.8,0,0,0,0,0,0,1,0,1,0,0,0,1.6323529411764706,0.3050847457627119,23.75
DEV_8002,Snake,Purebred,Female,7.3,Bacterial,Septicemia,27.7,8.2,13.9,421.0,103.0,65.0,82.0,30.0,0.6,1,1,0,1,0,0,0,0,0,0,0,0,3.378048780487805,0.7926829268292683,50.0
DEV_8003,Sheep,Purebred,Male,1.0,Viral,Scrapie,20.7,8.0,14.2,366.0,87.0,52.0,37.0,7.0,0.6,1,1,1,0,0,0,0,0,0,0,0,0,2.5875,1.4054054054054055,11.666666666666668
DEV_8004,Parrot,Purebred,Unknown,8.2,Respiratory,Bronchitis,13.9,,13.5,187.0,85.0,51.0,12.0,16.0,,0,0,1,0,0,0,0,0,1,0,0,0,0.0,4.25,0.0
DEV_8005,Parrot,Purebred,Female,12.1,Musculoskeletal,Perosis,7.6,5.5,12.3,412.0,105.0,22.0,44.0,27.0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1.3818181818181818,0.5,30.0
DEV_8006,Dog,Mixed,Male,3.9,Viral,Rabies,20.0,6.5,13.2,459.0,108.0,38.0,47.0,19.0,1.4,1,1,0,0,0,0,0,0,1,0,0,0,3.076923076923077,0.8085106382978723,13.571428571428573
DEV_8007,Parrot,Mixed,Unknown,0.8,Viral,Psittacine Beak Feather Disease,16.9,6.3,14.3,276.0,115.0,32.0,67.0,17.0,0.6,1,1,0,0,0,0,0,0,0,0,0,0,2.6825396825396823,0.47761194029850745,28.333333333333336
DEV_8008,Llama,Mixed,Female,8.1,Viral,West Nile Virus,,5.8,14.7,471.0,93.0,17.0,40.0,21.0,1.4,1,1,0,0,0,0,0,0,0,1,0,0,0.0,0.425,15.000000000000002
DEV_8009,Chicken,Mixed,Unknown,7.3,Viral,Newcastle Disease,17.4,6.5,16.8,,92.0,15.0,15.0,12.0,1.2,1,1,1,0,0,0,0,0,0,0,0,0,2.6769230769230767,1.0,10.0
DEV_8010,Alpaca,Purebred,Female,3.5,Gastrointestinal,Enterotoxemia,16.6,6.1,15.6,301.0,86.0,18.0,44.0,34.0,1.6,0,0,1,1,0,0,0,0,0,0,0,0,2.7213114754098364,0.4090909090909091,21.25
DEV_8011,Cattle,Mixed,Unknown,6.1,Musculoskeletal,Footrot,9.2,6.9,14.2,477.0,104.0,53.0,26.0,9.0,1.5,0,0,0,0,1,0,0,1,0,0,0,0,1.3333333333333333,2.0384615384615383,6.0
DEV_8012,Elephant,Mixed,Male,8.6,Metabolic,Vitamin E Deficiency,11.5,6.0,,450.0,115.0,228.0,38.0,18.0,0.9,0,0,0,0,0,0,0,0,1,0,0,0,1.9166666666666667,6.0,20.0
DEV_8013,Chicken,,Male,10.8,Parasitic,Coccidiosis,7.4,3.8,10.0,363.0,120.0,39.0,53.0,5.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1.9473684210526319,0.7358490566037735,8.333333333333334
DEV_8014,Goat,Mixed,Female,14.5,Viral,Contagious Ecthyma,17.3,8.6,16.5,368.0,104.0,27.0,28.0,7.0,1.1,1,1,0,0,0,0,0,0,0,0,0,0,2.011627906976744,0.9642857142857143,6.363636363636363
DEV_8015,Snake,Purebred,Female,14.0,Musculoskeletal,Spinal Arthritis,10.8,6.4,13.9,429.0,,49.0,30.0,19.0,0.9,0,0,0,0,0,0,0,1,0,0,0,0,1.6875,1.6333333333333333,21.11111111111111
DEV_8016,Horse,Purebred,Unknown,7.6,Viral,Equine Arteritis,21.2,8.5,14.4,367.0,,54.0,,17.0,1.2,1,1,0,0,0,0,0,0,0,0,0,1,2.4941176470588236,0.0,14.166666666666668
